"AccountScore","Account Id","BillingState","CloseDate","Division","Industry","Ownership","Rating","StartDate","Type","CLV"
"E",12280,"California","2014-12-20","Ground Vehicle","Hospitality","Private","Warm","2014-10-31","Consulting",19680
"A",43626,"Texas","2014-06-04","Standard Materials","Manufacturing","Public","Cold","2014-05-06","Reseller",19160
"A",24406,"Boston","2015-03-03","Frames","Banking","Private","Hot","2014-12-27","Customer",18680
"B",11685,"New York","2015-08-14","Ground Vehicle","Retail","Private","Cold","2015-06-17","Customer",19200
"A",12952,"Boston","2015-05-19","Ground Vehicle","Banking","Public","Cold","2015-03-28","Customer",19200
"F",8762,"California","2015-07-04","Ground Vehicle","Technology","Public","Hot","2015-04-29","Customer",31680
"G",6207,"Texas","2015-02-17","Standard Mounts","Apparel","Public","Hot","2014-12-12","Competitor",19060
"B",49843,"Texas","2014-06-11","Standard Hardware","Shipping","Public","Cold","2014-03-31","Consulting",14230
"C",43634,"Texas","2014-08-13","Standard Materials","Manufacturing","Public","Cold","2014-07-16","Reseller",18160
"D",43012,"Texas","2015-03-28","Standard Materials","Retail","Public","Cold","2015-02-25","Customer",20160
"C",43989,"Texas","2015-01-27","Standard Materials","Retail","Public","Cold","2014-12-23","Customer",20160
"B",17057,"Texas","2015-12-21","Ground Vehicle","Consulting","Private","Hot","2015-09-24","Customer",20200
"C",11283,"Texas","2014-05-02","Ground Vehicle","Apparel","Private","Hot","2014-03-16","Customer",19200
"C",23993,"New York","2014-06-06","Frames","Retail","Public","Warm","2014-04-03","Consulting",19680
"B",16728,"California","2016-01-04","Ground Vehicle","Retail","Public","Cold","2015-10-30","Customer",19200
"E",9894,"Texas","2015-03-21","Ground Vehicle","Consulting","Private","Hot","2015-01-05","Customer",19200
"A",53954,"Texas","2015-12-02","Navigation","Shipping","Public","Hot","2015-11-06","Customer",19640
"G",41627,"Texas","2015-11-26","Standard Materials","Manufacturing","Public","Cold","2015-10-31","Reseller",19160
"B",49504,"New York","2014-11-24","Standard Hardware","Retail","Public","Warm","2014-09-13","Partner",11230
"B",6612,"New York","2015-11-19","Mapping","Shipping","Public","Hot","2015-09-02","Customer",28060
"A",25193,"Texas","2014-07-26","Frames","Manufacturing","Public","Hot","2014-05-26","Customer",20330
"G",43323,"California","2015-08-08","Standard Materials","Hospitality","Public","Cold","2015-07-10","Customer",19160
"B",11052,"Texas","2014-08-31","Ground Vehicle","Biotechnology","Public","Cold","2014-06-17","Customer",28200
"B",48630,"New York","2015-04-12","Standard Hardware","Retail","Public","Warm","2015-02-04","Consulting",21230
"C",43010,"New York","2015-06-23","Standard Materials","Retail","Public","Cold","2015-05-20","Customer",20160
"B",10755,"New York","2014-05-29","Ground Vehicle","Banking","Private","Cold","2014-03-18","Customer",19200
"D",43041,"Boston","2015-06-27","Standard Materials","Retail","Public","Cold","2015-05-19","Customer",20160
"I",43915,"New York","2016-01-14","Standard Materials","Retail","Public","Cold","2015-12-13","Reseller",20160
"G",11818,"California","2014-12-24","Ground Vehicle","Retail","Private","Hot","2014-10-16","Customer",19200
"C",50180,"Texas","2014-04-09","Standard Hardware","Retail","Private","Warm","2014-02-06","Consulting",26230
"E",116,"Texas","2014-08-08","Naval","Consulting","Private","Hot","2014-06-08","Consulting",20180
"G",17674,"California","2015-08-31","Ground Vehicle","Hospitality","Private","Hot","2015-06-12","Customer",27200
"I",48564,"Boston","2015-06-15","Standard Hardware","Retail","Private","Cold","2015-04-11","Partner",12230
"D",50243,"California","2014-05-13","Standard Hardware","Retail","Private","Warm","2014-04-06","Consulting",13230
"B",50647,"Texas","2015-10-31","Standard Hardware","Apparel","Public","Hot","2015-08-08","Partner",14230
"E",2431,"California","2014-04-22","Compliance","Manufacturing","Private","Hot","2014-02-26","Customer",19640
"G",6118,"Texas","2014-10-27","Standard Mounts","Hospitality","Public","Cold","2014-10-15","Customer",17580
"B",51670,"Texas","2014-03-11","Raw Materials","Shipping","Public","Hot","2014-01-03","Customer",27120
"B",159,"California","2014-05-28","Naval","Hospitality","Private","Hot","2014-03-04","Customer",20180
"F",2305,"New York","2015-02-23","Compliance","Hospitality","Public","Hot","2014-12-12","Customer",19640
"I",43047,"New York","2014-12-29","Standard Materials","Retail","Public","Cold","2014-12-03","Reseller",20160
"F",5425,"New York","2014-07-01","Standard Mounts","Retail","Public","Hot","2014-04-19","Customer",20200
"F",584,"New York","2015-07-02","Naval","Apparel","Private","Hot","2015-04-19","Competitor",19180
"A",19025,"New York","2015-06-19","Miniaturized Parts","Technology","Public","Hot","2015-05-15","Competitor",18890
"C",12573,"New York","2015-01-31","Ground Vehicle","Hospitality","Public","Warm","2014-11-28","Customer",19200
"B",48615,"New York","2015-01-25","Standard Hardware","Retail","Public","Warm","2014-11-12","Consulting",13230
"B",13486,"Texas","2015-01-10","Ground Vehicle","Apparel","Private","Warm","2014-10-25","Customer",19200
"A",42804,"New York","2014-12-01","Standard Materials","Apparel","Public","Cold","2014-10-28","Customer",19160
"K",44167,"Boston","2015-09-06","Standard Materials","Consulting","Public","Cold","2015-08-02","Partner",19640
"F",9845,"Texas","2014-06-10","Ground Vehicle","Consulting","Private","Hot","2014-03-22","Customer",19200
"B",7019,"Texas","2015-11-08","Mapping","Manufacturing","Private","Hot","2015-08-12","Customer",25060
"B",7111,"California","2015-04-21","Mapping","Technology","Public","Hot","2015-01-22","Customer",18700
"D",51478,"California","2015-07-09","Raw Materials","Retail","Public","Hot","2015-05-12","Customer",27120
"D",54337,"Texas","2014-12-17","Navigation","Retail","Public","Cold","2014-11-15","Customer",20160
"D",8834,"California","2014-12-28","Ground Vehicle","Technology","Private","Hot","2014-11-04","Customer",20680
"C",41811,"New York","2014-07-08","Standard Materials","Apparel","Public","Cold","2014-06-04","Customer",19160
"A",24432,"Texas","2014-09-08","Frames","Manufacturing","Private","Hot","2014-06-13","Customer",19330
"D",41448,"Boston","2014-03-20","Standard Materials","Banking","Public","Cold","2014-02-09","Customer",19160
"K",11727,"California","2015-01-05","Ground Vehicle","Retail","Private","Hot","2014-11-21","Customer",19200
"D",13970,"Texas","2015-02-05","Ground Vehicle","Shipping","Private","Hot","2014-12-04","Customer",18680
"C",52029,"Texas","2014-11-13","Raw Materials","Shipping","Private","Hot","2014-09-05","Customer",4890
"C",48752,"Texas","2015-10-13","Standard Hardware","Consulting","Public","Cold","2015-08-11","Customer",11230
"G",42410,"California","2015-05-21","Standard Materials","Banking","Public","Cold","2015-04-18","Customer",19160
"G",1929,"Texas","2014-06-02","Compliance","Biotechnology","Public","Hot","2014-03-20","Customer",18640
"K",12175,"Texas","2014-03-19","Ground Vehicle","Hospitality","Public","Warm","2014-01-10","Customer",19200
"K",2965,"Texas","2014-05-13","Compliance","Consulting","Private","Hot","2014-03-07","Competitor",19640
"F",51179,"Texas","2015-11-21","Standard Hardware","Shipping","Private","Cold","2015-09-12","Customer",22230
"F",19308,"Texas","2016-02-05","Miniaturized Parts","Shipping","Private","Hot","2015-11-22","Customer",22890
"F",49074,"Texas","2015-08-19","Standard Hardware","Shipping","Private","Warm","2015-06-07","Customer",16230
"A",54618,"California","2014-02-04","Navigation","Manufacturing","Public","Cold","2014-01-15","Reseller",19640
"D",8732,"California","2014-04-09","Ground Vehicle","Technology","Public","Hot","2014-02-17","Customer",31680
"G",978,"California","2014-08-07","Compliance","Technology","Public","Hot","2014-06-08","Customer",20640
"B",15837,"Texas","2014-09-16","Ground Vehicle","Biotechnology","Private","Cold","2014-06-28","Customer",19200
"A",42855,"New York","2014-07-07","Standard Materials","Apparel","Public","Hot","2014-06-04","Customer",20160
"H",3580,"Texas","2015-01-05","Compliance","Shipping","Public","Hot","2014-11-20","Customer",18220
"C",17572,"Texas","2016-01-14","Ground Vehicle","Hospitality","Public","Warm","2015-11-15","Customer",19200
"A",18892,"California","2015-06-25","Miniaturized Parts","Hospitality","Public","Hot","2015-04-22","Customer",17890
"A",24723,"Boston","2016-02-14","Frames","Banking","Private","Hot","2015-12-24","Competitor",20680
"D",24300,"New York","2015-09-03","Frames","Retail","Private","Hot","2015-07-07","Customer",18680
"J",41205,"Boston","2014-04-17","Standard Materials","Consulting","Public","Cold","2014-03-17","Partner",20160
"C",10400,"Texas","2014-04-04","Ground Vehicle","Hospitality","Private","Warm","2014-02-10","Customer",19200
"H",48818,"New York","2015-07-27","Standard Hardware","Consulting","Public","Hot","2015-06-07","Customer",17230
"F",5473,"Texas","2015-09-28","Standard Mounts","Consulting","Public","Hot","2015-07-08","Customer",19200
"F",49310,"California","2014-06-30","Standard Hardware","Retail","Public","Warm","2014-04-15","Consulting",21230
"G",1517,"California","2015-10-02","Compliance","Hospitality","Public","Hot","2015-08-10","Customer",30640
"I",41089,"New York","2015-04-13","Standard Materials","Retail","Public","Cold","2015-03-05","Customer",20160
"C",41206,"Texas","2015-09-01","Standard Materials","Consulting","Public","Cold","2015-07-29","Customer",19160
"M",16357,"New York","2015-08-05","Ground Vehicle","Shipping","Private","Hot","2015-06-06","Customer",19200
"J",9936,"California","2015-06-21","Ground Vehicle","Consulting","Public","Cold","2015-04-19","Customer",19200
"F",7299,"Texas","2014-10-27","Mapping","Consulting","Private","Hot","2014-08-01","Customer",19700
"B",12632,"California","2016-03-10","Ground Vehicle","Hospitality","Public","Hot","2015-12-28","Customer",29200
"C",15233,"Texas","2014-05-15","Ground Vehicle","Banking","Private","Hot","2014-03-21","Competitor",18680
"B",48940,"Texas","2014-08-02","Standard Hardware","Shipping","Public","Cold","2014-05-29","Customer",22230
"B",48374,"Texas","2016-01-13","Standard Hardware","Apparel","Private","Hot","2015-11-03","Partner",6230
"E",43332,"California","2015-10-07","Standard Materials","Hospitality","Public","Hot","2015-08-29","Customer",19160
"E",42214,"Texas","2015-09-21","Standard Materials","Consulting","Public","Cold","2015-08-10","Partner",20160
"G",352,"California","2014-08-21","Naval","Consulting","Public","Cold","2014-05-28","Partner",15880
"E",54006,"New York","2014-02-08","Navigation","Apparel","Public","Hot","2014-01-15","Customer",19640
"B",52556,"Texas","2015-02-15","Raw Materials","Retail","Private","Hot","2014-12-11","Customer",34120
"C",54433,"Texas","2014-06-23","Navigation","Biotechnology","Public","Warm","2014-05-21","Competitor",20640
"F",15689,"Texas","2015-06-29","Ground Vehicle","Shipping","Private","Cold","2015-04-28","Customer",19200
"D",15473,"Texas","2015-06-17","Ground Vehicle","Banking","Public","Cold","2015-04-25","Customer",19200
"K",14511,"Texas","2015-03-18","Ground Vehicle","Consulting","Private","Hot","2015-01-14","Customer",19200
"C",9046,"California","2016-01-21","Ground Vehicle","Apparel","Private","Hot","2015-11-27","Customer",19200
"A",54457,"Texas","2015-12-26","Navigation","Apparel","Public","Hot","2015-11-22","Competitor",19640
"B",3713,"Texas","2015-11-29","Compliance","Consulting","Private","Hot","2015-08-31","Customer",19640
"B",14430,"Texas","2015-04-14","Ground Vehicle","Consulting","Private","Hot","2015-02-08","Consulting",20680
"B",15903,"Texas","2015-12-16","Ground Vehicle","Biotechnology","Private","Hot","2015-09-30","Competitor",19680
"F",16636,"Texas","2015-08-19","Ground Vehicle","Retail","Public","Cold","2015-05-27","Customer",20200
"B",2701,"Texas","2015-11-06","Compliance","Biotechnology","Private","Hot","2015-08-16","Competitor",21220
"E",17597,"New York","2014-12-19","Ground Vehicle","Hospitality","Private","Warm","2014-10-20","Customer",19200
"A",44636,"Texas","2014-07-09","Standard Materials","Shipping","Public","Hot","2014-06-01","Customer",20160
"B",7512,"Texas","2015-12-09","Mapping","Manufacturing","Public","Hot","2015-09-10","Customer",32700
"A",11919,"Texas","2014-09-12","Ground Vehicle","Consulting","Private","Cold","2014-07-14","Consulting",19200
"K",49527,"Texas","2014-07-15","Standard Hardware","Consulting","Private","Cold","2014-05-24","Consulting",10230
"E",41370,"California","2014-05-05","Standard Materials","Hospitality","Public","Cold","2014-04-02","Customer",20160
"D",50818,"Texas","2014-10-16","Standard Hardware","Retail","Private","Warm","2014-08-19","Consulting",12230
"B",18259,"Texas","2014-10-22","Ground Vehicle","Shipping","Private","Warm","2014-08-19","Consulting",21200
"A",54459,"Texas","2016-01-02","Navigation","Apparel","Public","Hot","2015-11-26","Competitor",19640
"J",43079,"Texas","2015-10-05","Standard Materials","Retail","Public","Cold","2015-08-27","Customer",20160
"A",25025,"California","2014-11-23","Frames","Hospitality","Private","Hot","2014-10-25","Competitor",32680
"C",22180,"Boston","2015-03-06","Engine Parts","Manufacturing","Public","Hot","2015-01-28","Customer",23640
"E",42155,"Texas","2015-12-11","Standard Materials","Consulting","Public","Cold","2015-10-29","Partner",20160
"D",41424,"New York","2015-06-27","Standard Materials","Banking","Public","Cold","2015-05-23","Customer",20160
"A",41718,"Texas","2015-01-16","Standard Materials","Shipping","Public","Hot","2014-12-13","Customer",20160
"D",13407,"Texas","2015-12-14","Ground Vehicle","Biotechnology","Private","Hot","2015-10-03","Competitor",20200
"B",3095,"California","2015-10-18","Compliance","Hospitality","Public","Hot","2015-07-20","Customer",22640
"A",42808,"New York","2015-06-14","Standard Materials","Apparel","Public","Cold","2015-05-23","Customer",20160
"B",1426,"California","2015-02-16","Compliance","Hospitality","Private","Warm","2014-12-05","Consulting",21640
"B",371,"Texas","2014-06-27","Naval","Consulting","Public","Hot","2014-04-09","Customer",18180
"E",41648,"Texas","2015-04-14","Standard Materials","Manufacturing","Public","Cold","2015-03-13","Customer",19160
"B",14474,"Texas","2015-12-10","Ground Vehicle","Consulting","Public","Hot","2015-10-03","Customer",19200
"B",50610,"Texas","2015-07-25","Standard Hardware","Apparel","Public","Hot","2015-04-26","Partner",24230
"B",12976,"Texas","2014-05-24","Ground Vehicle","Banking","Private","Cold","2014-03-18","Customer",19200
"C",24409,"Texas","2015-06-03","Frames","Banking","Public","Hot","2015-03-31","Consulting",19330
"F",402,"Texas","2015-03-19","Naval","Hospitality","Private","Hot","2014-12-28","Customer",20180
"E",3729,"Texas","2015-05-30","Compliance","Consulting","Private","Hot","2015-03-25","Competitor",22640
"A",41881,"New York","2014-02-23","Standard Materials","Apparel","Public","Hot","2014-01-29","Customer",20160
"A",9198,"Texas","2015-12-15","Ground Vehicle","Shipping","Private","Hot","2015-10-27","Customer",19680
"B",16166,"New York","2014-05-30","Ground Vehicle","Apparel","Public","Hot","2014-03-21","Customer",19200
"E",21608,"Texas","2015-03-11","Engine Parts","Apparel","Public","Hot","2015-02-05","Customer",20640
"B",3595,"California","2015-11-03","Compliance","Retail","Private","Warm","2015-08-30","Consulting",19640
"B",10890,"Texas","2015-06-11","Ground Vehicle","Shipping","Private","Warm","2015-04-06","Customer",19200
"J",11944,"Texas","2015-09-24","Ground Vehicle","Consulting","Private","Hot","2015-07-27","Customer",19200
